TITLE,CATEGORY,PUBLISHER,HOSTNAME
Fast-food worker strike about to go global,b,WBIR-TV,www.wbir.com
Badly-performing bankers may have to repay bonuses seven years on,b,BBC News,www.bbc.co.uk
Uber app protests expected to bring central London to a standstill,b,Digital Spy UK,www.digitalspy.co.uk
U.S. Surgeon General to sun worshippers: Tanned skin is damaged skin and  ...,m,Lancaster Newspapers,lancasteronline.com
J.K. Rowling Just Published A New Harry Potter Short Story,e,Business Insider,www.businessinsider.com
Egyptians Hit by Drastic Fuel Price Hike,b,Tasnim News Agency,www.tasnimnews.com
Amazon Admits It's Discouraging Customers From Buying Hachette's Books,b,Slate Magazine \(blog\),www.slate.com
Cuba: 6 cases of chikungunya virus in travelers,m,Yahoo News,news.yahoo.com
Miley Cyrus 'could be forced to postpone UK gigs' after allergic reaction to  ...,e,Mirror.co.uk,www.mirror.co.uk
Beer buds! Brad Pitt tosses a cold one to Matthew McConaughey,e,Page Six,pagesix.com
Cisco Investing Over $1B In Cloud Computing,t,Manufacturing Business Technology,www.mbtmag.com
Fall in profits hurts Pfizer shares,b,City Index,www.cityindex.co.uk
Kim Kardashian Major Fashion Fail: Plunging Sheer Blouse And Leather Skirt  ...,e,MyDaily UK,www.mydaily.co.uk
Michael Jackson hologram debuts at Billboard Awards; Kendall Jenner fumbles  ...,e,Winnipeg Free Press,www.winnipegfreepress.com
Will Only the Rich Benefit From the EU's New Right to Purge Google?,t,Mother Jones,www.motherjones.com
New Transplant Treatment For Sickle Cell,m,Your-Story.org,www.your-story.org
Social Security halts controversial tax program,b,Daily Mail,www.dailymail.co.uk
RECAP: Game of Thrones Watch: Wedding Season in Westeros,e,TIME,time.com
"UPDATE 3-PayPal fuels higher eBay revenue even as cyber attack, rivals weigh",b,Reuters,www.reuters.com
Scientists spot the 'bang' in the Big Bang,t,3News NZ,www.3news.co.nz
The Voice US Season 6 Finale: Where to Watch Online,e,International Business Times UK,www.ibtimes.co.uk
Whoopi Goldberg: Denver Post's new cannabis columnist,e,Page Six,pagesix.com
Stacey Keibler weds in Mexico,e,Seattle Post Intelligencer \(blog\),blog.seattlepi.com
New report says global warming is here,t,WZZM,www.wzzm13.com
Screen gems: What's ahead in movies and on TV for the week of April 27,e,MiamiHerald.com,www.miamiherald.com
GM recalls 3.4 million more vehicles for key problem. Is yours on the list? (+video),t,Christian Science Monitor,www.csmonitor.com
Lacheys expecting second child new Nick and Vanessa Lachey are expecting  ...,e,Belfast Telegraph,www.belfasttelegraph.co.uk
Images from Rosetta Reveal Shape of Comet Quarry,t,Nature World News,www.natureworldnews.com
Lindsay Lohan is snapped looking shockingly normal as she celebrates her  ...,e,Irish Mirror,www.irishmirror.ie
New encrypted messaging app Chadder from McAfee,t,TG Daily,www.tgdaily.com
"Beyond NYT Now and Times Premier, some more options for the New York Times",t,Washington Post \(blog\),www.washingtonpost.com
"Burger King's big deal, InterMune sold, Jim Cramer's energy play",b,USA TODAY,www.usatoday.com
Facebook may lure teen users back with virtual reality promise,t,Computerworld,www.computerworld.com
How Did Prince William & Kate Celebrate Father's Day?,e,First Coast News,archive.firstcoastnews.com
Apple looks to kickstart tablet sales with 12.9in iPad,t,IT PRO,www.itpro.co.uk
Foster Farms Recalls Chicken Linked To Salmonella Outbreak,m,Headlines \& Global News,www.hngn.com
Capsules: Survey: Health Insurance Enrollment In California More Complex  ...,b,Kaiser Health News,www.kaiserhealthnews.org
"Facebook Voting Manipulation? It's Not Just Emotions, It's Democracy Too",t,Huffington Post UK,www.huffingtonpost.co.uk
Larger Surface tablet targets office market,t,The Rakyat Post,www.therakyatpost.com
U.S. Economy Forecast to Grow 1.5 Percent in 2014,b,CPAPracticeAdvisor.com \(registration\),www.cpapracticeadvisor.com
'Spritz' – A speed-reader app available now,t,Deccan Chronicle,www.deccanchronicle.com
Revelation of biological basis for magic mushrooms' mind-expansion,m,TopNews United States,topnews.us
Palin hints at joining 'The View',e,The Hill \(blog\),thehill.com
Air Crew Spots Objects in New Flight 370 Search Zone,b,Wall Street Journal,stream.wsj.com
"Big Tigger, Robin S And CeCe Peniston Remember Frankie Knuckles",e,V-103 - The People's Station,v103.cbslocal.com
"Greens good for health but don't lead to weight loss, study shows",m,The Malay Mail Online,www.themalaymailonline.com
Tyson Foods Inc. (TSN) Misses Q2 EPS by 3c,b,StreetInsider.com \(subscription\),www.streetinsider.com
The First Image Of An Asteroid As Seen From The Surface Of Mars,t,io9,space.io9.com
Whooping Cough Epidemic Already Has Surged Past 2013 Numbers,m,CBS Local,sacramento.cbslocal.com
PRESS DIGEST- British Business - March 26,b,Reuters,in.reuters.com
Carl Sagan's legacy: From the 'pale blue dot' to interstellar space,t,Fox News,www.foxnews.com
Could this really be a list of all Lindsay Lohan's celebrity lovers? If so it's VERY  ...,e,Mirror.co.uk,www.mirror.co.uk
Justin Bieber And Selena Gomez Are Back Together,e,earsucker,earsucker.com
Gas Prices Continue to Drop,b,KUMV,www.kumv.com
Saudi Arabia reports two more deaths from MERS virus,m,Medical Xpress,medicalxpress.com
Lindsay Lohan's reality show off to a so-so start,e,State Column,www.statecolumn.com
Gold above six-week low; set for first monthly decline this year,b,gulfnews.com,gulfnews.com
Walking fish provide clue for sea evolution,t,iStreet Research,www.istreetresearch.com
Spritz Speed Reading App Promises You Can Read a Novel in 90 Minutes,t,ABC News,abcnews.go.com
AstraZeneca deal is good for UK Pfizer tells MPs as pharmaceutical giant plots to  ...,b,This is Money,www.thisismoney.co.uk
"US stock futures gain on M&A, hope for ECB stimulus",b,CNBC,www.cnbc.com
NHTSA Opens Investigation Into Fiat Chrysler Ignition Switch Issues,t,The Consumerist,consumerist.com
Crumbs Bake Shop closes all 48 locations,b,The Real Deal Magazine \(blog\),therealdeal.com
New species of round eared Sengis Mouse with Elephant genes discovered,t,The Westside Story,www.thewestsidestory.net
How to install Windows apps on Linux with CrossOver (Gallery),t,ZDNet,www.zdnet.com
The Punt: Now Twitter branches out,b,Irish Independent,www.independent.ie
European shares at 3-week low on worries over Ukraine,b,QFINANCE.com,www.qfinance.com
A taste of the fast food breakfast wars,b,U-T San Diego,www.utsandiego.com
Sleep deprived children are more likely to be OBESE,m,Daily Mail,www.dailymail.co.uk
"Cancer survivors, caregivers honored at annual reception",m,Tracy Press,www.tracypress.com
Whoopi Goldberg Debuts as Weed Columnist,e,The Root,www.theroot.com
12 Funniest Reactions To 'Game Of Thrones' Purple Wedding,e,HitFix,www.hitfix.com
"Bitcoins Will Be Taxed As Property, Not Currency",b,BuzzFeed,www.buzzfeed.com
AT&T exec doesn't think Sprint/T-Mobile merger is possible,t,Android Community,androidcommunity.com
'Orange Is the New Black' trailer; Porsha Stewart in trouble; James Franco's rant  ...,e,The Plain Dealer,www.cleveland.com
Justin Bieber defends deposition behaviour,e,Digital Spy UK,www.digitalspy.co.uk
'Amazing Spider-Man 2′ Offers Easter Egg to Shazam Users in End Credits,e,Radio.com News,radio.com
Andrew Lincoln on 'The Walking Dead' Season 4 Finale: I Asked If We Might Be  ...,e,Yahoo TV \(blog\),tv.yahoo.com
Robert Pattinson: I Don't Understand Twilight Hate,e,GossipCop,www.gossipcop.com
Low blood sugar linked to 'hangry' fights for spouses: study,m,CTV News,www.ctvnews.ca
Paltrow thanks supporters in split,e,Pioneer Press,www.twincities.com
One Simple Trick to Live Longer,m,The Atlantic,www.theatlantic.com
Former astronauts on mission to save Earth from asteroids,t,Calgary Herald,www.calgaryherald.com
Allison Williams Lands Lead Role in NBC's Peter Pan Live!,e,TVOvermind,www.tvovermind.com
Gold Ends Higher On Iraq Violence,b,RTT News,www.rttnews.com
Rep. Walden Fears Rough Waters Ahead for FCC,t,Multichannel News,www.multichannel.com
NJ woman films own abortion to show 'positive' side of procedure,e,Washington Times,www.washingtontimes.com
Bottom Line: A far-from mobile company has to pay whatever the locals want,b,CITY A.M.,www.cityam.com
'The Voice' crowns new champion,e,KARE,www.kare11.com
UK cities bid for driverless car trials,t,U.TV,www.u.tv
The last lap to the big Oscar Pistorius verdict,m,Times LIVE,www.timeslive.co.za
Sprint Reports Q1 Financials,t,All Access Music Group,www.allaccess.com
CDC launching 50000-person study of HIV tests,m,Atlanta Business Chronicle,www.bizjournals.com
Cowan confessions are 'so powerful',t,Brisbane Times,media.brisbanetimes.com.au
MIDWEEK SALES: Sam Smith Challenges Coldplay To No 1 Album,e,Noise11,www.noise11.com
JD.com raises $1.78bn via IPO in US market,b,Gulf Times,www.gulf-times.com
"BOE Officials Zoom in on Labor Market, Ukraine",b,NASDAQ,www.nasdaq.com
The Hobbit: The Battle of the Five Armies first teaser offers action,e,In Entertainment,www.inentertainment.co.uk
Justin Bieber Cleans Up Nicely for amfAR Gala 2014!,e,Just Jared Jr.,www.justjaredjr.com
Facebook second-in-command Sheryl Sandberg says sorry over social research  ...,t,Marketing,www.marketingmagazine.co.uk
US pre-open: Futures fall on Iraq concerns as investors await data,e,IFA Magazine,www.ifamagazine.com
Rules won't go into effect anytime soon,m,DailyTech,www.dailytech.com
"Lifetime of Learning Might Thwart Dementia, Study Suggests",m,Philly.com,www.philly.com
The Cricket's Daily 3: Viva Cannes!,e,Salt Lake Tribune \(blog\),www.sltrib.com
X-Men Have More Worries Than Just the Past,e,Mashable,mashable.com
Yellen says forcing Fed to follow formula in setting interest rates would be grave  ...,b,Nanaimo Daily News,www.nanaimodailynews.com
University of Regina Relay for Life happens tonight,m,Regina Leader-Post,www.leaderpost.com
French Court: Brussels Jewish Museum Shooting Suspect To Be Extradited To  ...,e,JP Updates,jpupdates.com
"UPDATE 3-Apple expands buybacks by $30 bln, OKs 7-for-1 stock split",t,Reuters,in.reuters.com
The Trailer For True Blood's Final Season Is Here And It's Chilling,e,Refinery29,www.refinery29.com
Ohioan Keith Ledgerwood's theory of the Malaysia Airlines jet disappearance  ...,b,NewsNet5.com,www.newsnet5.com
"Michael Lewis's ""Flash Boys"": lifting the rock on crooked high-speed trading",b,Boing Boing,boingboing.net
US Stocks Fall as Technology Selloff Drops Nasdaq Index,b,Forex Factory,www.forexfactory.com
Samsung Galaxy Note 2 Android 4.4.2 KitKat Update Out!,t,MotoringCrunch,motoringcrunch.com
Why Seinfeld still matters 25 years later,e,London Community News,www.londoncommunitynews.com
Will US court's Argentina verdict impact Turkey?,b,Al-Monitor,www.al-monitor.com
The Switchboard: Google's driverless car prototype gets rid of the steering wheel,t,Washington Post \(blog\),www.washingtonpost.com
"Sony PlayStation Network back up after DDoS, associated with plane bomb threat",t,Gigaom,gigaom.com
Legendary star Mickey Rooney dies at 93,e,WWL First News,www.wwl.com
The X-Men Villains we CRAVE!,e,moviepilot.com,moviepilot.com
"Ebola Virus Outbreak In West Africa Expected To Last 2 To 4 More Months, WHO  ...",m,Medical Daily,www.medicaldaily.com
"After Failed Snapchat Deal, Facebook Reportedly Developing Its Own Version  ...",t,Bitbag,www.thebitbag.com
McDonald's (MCD) To Appeal Russian Courts Ruling On Moscow Branch Closures,b,Wall Street Pit,wallstreetpit.com
Alicia Keys is (very) pregnant again - showcases bump on Instagram,e,Entertainment.ie,entertainment.ie
AT&T likely to announce $50 billion deal to buy DirecTV on Sunday,b,Telecom Lead,www.telecomlead.com
Local medical students avert Match Day nightmares,m,The Patriot-News,www.pennlive.com
Is 'Black Mass' Filming on the Common Today?,e,Boston.com,www.boston.com
Captain America 3 to clash with Superman-Batman flick on same date,e,Desimartini,www.desimartini.com
Melanoma Skin Cancer Cases Spike,m,WICS-TV,www.wics.com
Daniel Radcliffe Will Read JK Rowling's New 'Harry Potter' Story,e,Extra,www.extratv.com
Vanessa & Nick Lachey Expecting Baby No. 2,e,Celebrity Baby Scoop,www.celebritybabyscoop.com
Olympian Meryl Davis wins Dancing With The Stars with dance partner Maksim  ...,e,Daily Mail,www.dailymail.co.uk
Amazon rainforest grew after climate change 2000 years ago,t,The Malay Mail Online,www.themalaymailonline.com
"Shiaa LaBeouf arresetd, escorted from Broadway show",e,WTSP 10 News,www.wtsp.com
TOP 10 MOVIES AT THE WEEKEND BOX OFFICE,e,Sacramento Bee,www.sacbee.com
Clock winds down on enrollment but not on Obamacare's political fight,b,KGWN,www.kgwn.tv
Ford reduces fuel-economy estimates for certain vehicles,t,Louisville Business First \(blog\),www.bizjournals.com
Three People Arrested Outside of Taylor Swift's Beach House,e,andPOP,www.andpop.com
BET Awards Shooting 2014: Gunman Opens Fire During Award Show After-party  ...,e,Latin Post,www.latinpost.com
Dylan Holloway Reviews: Transcendence,e,NTV,www.nebraska.tv
HBO Classics Coming to Amazon Prime,e,Lost Remote,lostremote.com
Texas woman gives birth to quintuplets,m,Examiner.com,www.examiner.com
Del. Officials Warning Residents About Tax Scam,b,CBS Local,philadelphia.cbslocal.com
Mass. General study links chronic sleep loss to childhood obesity,m,Boston Globe,www.bostonglobe.com
Avengers' Mark Ruffalo Teases Romance In New Movie,e,Entertainmentwise,www.entertainmentwise.com
'MH370 not a priority for air traffic controllers the day it went missing',b,The Rakyat Post,www.therakyatpost.com
This week's movie openings,e,Minneapolis Star Tribune,www.startribune.com
Libyan rebels show 'good intentions' in talks on oil blockade,b,DigitalJournal.com,www.digitaljournal.com
Oppo Find 7 Gets Official with Snapdragon 801 and QHD Display,t,Geeky gadgets,www.geeky-gadgets.com
Film review - Transformers: Age of Extinction,e,West Coast Sentinel,www.westcoastsentinel.com.au
Obviously: Adam Sandler Admits His Movies Are Paid Vacations,e,Indie Wire \(blog\),blogs.indiewire.com
In China Sony will sell PlayStation,t,Kashgar Times,kashgartimes.com
Hack for Siri gives more powers,t,NEWS.com.au,www.news.com.au
Young Mouse Blood Like a Fountain of Youth for Older Mice,m,Newsmax.com,www.newsmax.com
'Halo 5: Guardians' Announced,t,Big Shiny Robot\!,www.bigshinyrobot.com
Legendary singer Dolly Parton slammed for lip-syncing,e,MSN NZ News,entertainment.msn.co.nz
Gregg Allman Takes Legal Action to Stop 'Midnight Rider' Film,e,Ultimate Classic Rock,ultimateclassicrock.com
Invision / Photo by Chris Pizzello,e,Sacramento Bee,www.sacbee.com
"16/06/2014Airbus, Safran team up to compete with SpaceX",b,Expatica France,www.expatica.com
The European Central Bank must do something stimulatory – but what?,b,The Guardian \(blog\),www.theguardian.com
"Diddy changes name again, claims he's always been Puff Daddy",e,TheCelebrityCafe.com,thecelebritycafe.com
Deepwater oil spill damage claims still unpaid by BP,b,Daytona Beach News-Journal,www.news-journalonline.com
Microsoft Surface Pro 3 hands-on: Everything you want to know,t,Geek,www.geek.com
General public gets first glimpse of 9/11 Memorial Museum,e,TWC News,centralny.twcnews.com
Samsung Galaxy S5 Unboxing And First Impressions [VIDEO],t,The FA Daily,thefadaily.com
China eases credit flow to fight slowdown,b,South China Morning Post,www.scmp.com
Jurors consider Anglo verdict,b,Offaly Express,www.offalyexpress.ie
"Harrison Ford Injured on the ""Star Wars: Episode VII"" Set",e,Complex.com,www.complex.com
"Cabaret, Starring Alan Cumming and Michelle Williams, Extends at Broadway's  ...",e,Broadway.com,www.broadway.com
"Crude Oil, Gasoline Inventories Down Sharply as Holiday Weekend Nears",b,24\/7 Wall St.,247wallst.com
Emirates finalises order for 150 Boeing planes worth $56 billion,b,Business Recorder,www.brecorder.com
Movie review: Terrific 'Guardians of the Galaxy' soars on performances of Pratt  ...,e,The Morning Journal,www.morningjournal.com
One Direction wins two prizes at 2014 Nickelodeon Kids' Choice Awards,e,Examiner.com,www.examiner.com
Why did Edgar Wright decide to leave Ant-Man?,e,FanSided,fansided.com
Facebook can now see your porn history,t,NEWS.com.au,www.news.com.au
Miss Piggy fixed Celine Dion's high notes,e,Caledon Enterprise,www.caledonenterprise.com
"Facebook takes a shot at Twitter by launching Newswire, a real-time breaking  ...",t,Tech Times,www.techtimes.com
Microsoft: UBS Ups Target to $47 on Nadella Era; Bernstein Sees Big Cloud Payoff,t,Barron's \(blog\),blogs.barrons.com
Fiat sinks into red in Q1,b,Business Times \(subscription\),www.businesstimes.com.sg
Music is therapeutic for Robin Thicke,e,indiatvnews.com,www.indiatvnews.com
A 21-Year-Old College Dropout Just Sold His Company For $2 Billion: Meet  ...,t,SFGate,www.sfgate.com
Apple Asks US Court to Order Samsung to Remove Infringing Features,t,CIO,www.cio.com
Gul defies Erdogan's Twitter ban and calls move 'violation of rights',b,The National,www.thenational.ae
Texas confirms state's 1st chikungunya case in Williamson County,m,KHOU,www.khou.com
Archaeopteryx had feathers before flight but why?,t,Tech Times,www.techtimes.com
Saturn moon Titan's 'magic island',t,Stuff.co.nz,www.stuff.co.nz
Blast on site of explosives plants kills 1,b,Grand Island Independent,www.theindependent.com
Khloe Kardashian Turns 30: See the Birthday Party Pics!,e,The Hollywood Gossip,www.thehollywoodgossip.com
"General Electric Co.'s share price up, closes the acquisition of Alstom's energy  ...",b,Binary Tribune,www.binarytribune.com
Advaxis to be Added to Russell Microcap Index,b,NASDAQ,www.nasdaq.com
The Walking Dead: Seven Cool Things You Might Have Missed in “Us”,e,Comicbook.com \(blog\),comicbook.com
US Supreme Court limits EPA global warming rules,b,Richmond Times Dispatch,www.timesdispatch.com
MERS Virus Spread to Egypt by Infected Saudi Arabia Traveler,m,Newsmax.com,www.newsmax.com
Seth Rogen: North Korean Dictator Not A Fan [Video],e,The Inquisitr,www.inquisitr.com
Court ruling could force California to `rethink everything',b,Redlands Daily Facts,www.redlandsdailyfacts.com
Talking Dead Live RECAP 3/30/14: With Andrew Lincoln and Scott Gimple,e,Celebrity Dirty Laundry,www.celebdirtylaundry.com
Samsung's Q2 profit set to hit two-year low,b,TODAYonline,www.todayonline.com
"Twitter, Inc. (TWTR) Debuts Real-Time Notifications for twitter.com",t,StreetInsider.com \(subscription\) \(blog\),www.streetinsider.com
Gwen Stefani confirmed for The Voice US,e,U.TV,www.u.tv
World Health Organization warns of polio emergency,m,Tribune-Review,triblive.com
The funniest thing you'll see today: Kids react to old computers,t,BGR,bgr.com
'Harry Potter's' Ron Weasley Returns; Rupert Grint To Make Broadway Debut,e,Design \& Trend,www.designntrend.com
RBC Looks For Post-Approval Data On MannKind,m,Benzinga,www.benzinga.com
"Facial Features The Key To First Impressions, Study Finds",m,Newsroom America,www.newsroomamerica.com
Katie Hopkins calls Kim Kardashian's baby North West 'an ugly baby with  ...,e,Daily Star,www.dailystar.co.uk
"'Guardians of the Galaxy' takes aim at August box office record, challenged by  ...",e,TheCelebrityCafe.com,thecelebritycafe.com
Credit Suisse Increases Intel Price Target to $35.00 (INTC),b,Intercooler,www.intercooleronline.com
Scientists Find That Gender Plays A Role In How Teens React To Caffeine,m,Business Insider,www.businessinsider.com
'Divergent' tops Friday box office with $22.8 million,e,TheCelebrityCafe.com,thecelebritycafe.com
God's not dead,e,Pekin Daily Times,www.pekintimes.com
Mom uses self as 'speed bump' to save kids in rolling car,m,Globalnews.ca,globalnews.ca
Michaels has lackluster return to the stock market,b,STLtoday.com,www.stltoday.com
"Chris Martin ""At Ease,"" Not Wearing Wedding Ring at First Post-Split Public Event",e,Us Magazine,www.usmagazine.com
Qualcomm slapped with bribery allegations by US,b,Times of India,timesofindia.indiatimes.com
Survey: Higher costs pressured businesses in 1st quarter,b,NorthJersey.com,www.northjersey.com
Post Office Loss Swells To $1.9 Billion In Second Quarter,b,Daily Caller,dailycaller.com
American Idol to return for downsized 14th season,e,Digital Spy UK,www.digitalspy.co.uk
See trailer for The Hobbit: The Battle of the Five Armies,e,Get Surrey,www.getsurrey.co.uk
SAP loads BW onto HANA bandwagon,t,ZDNet,www.zdnet.com
Alibaba revenue accelerates ahead of IPO,b,Moneyweb.co.za,www.moneyweb.co.za
Smartphone 'Kill Switch' Bill Advances,t,Product Design \& Development,www.pddnet.com
Game Of Thrones: 10 Ways To Make The Perfect Game,e,WhatCulture\!,whatculture.com
Candy Crush maker King in US$500 mil. debut,b,China Post,www.chinapost.com.tw
AIDS epidemic controllable by 2030: UN,m,Arirang News,www.arirang.co.kr
"Argentina says next bond payment impossible, default looms",b,Daily Times,www.dailytimes.com.pk
GM's recalled Cobalt a failure from the start,b,KTVZ,www.ktvz.com
Toyota spices up its best-selling Camry,b,driving.ca,driving.ca
Apple Files Transparent Texting Patent To Help People Who Walk And Text,t,TechCrunch,techcrunch.com
Lindsay Lohans reality show Whats the verdict - FOX Carolina 21,e,WHNS Greenville,www.foxcarolina.com
George RR Martin Releases Chapter from New Game of Thrones Book,e,The Escapist,www.escapistmagazine.com
Congress to hear concerns about Comcast - Time Warner Cable deal,b,Los Angeles Times,www.latimes.com
"Fed expected to keep rates low, despite critics",b,Boston Globe,www.bostonglobe.com
Chaos in Iraq sends gas prices soaring; Here's where Oklahoma stands,t,kfor.com,kfor.com
"Best Buy posts profit, beat estimates; sales fall",b,Marshfield News-Herald,www.marshfieldnewsherald.com
China launches anti-monopoly investigation against Microsoft Economy July 29  ...,t,ITAR-TASS,en.itar-tass.com
Online file storage service by Apple,t,Kashgar Times,kashgartimes.com
NASA finds first Earth-sized planet in 'habitable zone' that could have liquid water,t,Hindustan Times,www.hindustantimes.com
"Easter sunrise services, egg hunts set for weekend",e,Palestine Herald Press,www.palestineherald.com
Chinese e-commerce giant Alibaba will play wait-and-watch game with US market,t,Washington Post,www.washingtonpost.com
Restoring Motorola Moto G to Stock Firmware,t,The Football Examiner,thefootballexaminer.com
New Samsung patent hints at gesture controlled wearables,t,SlashGear,www.slashgear.com
Drugs found to slow damage caused by lung disease,m,Delhi Daily News,www.delhidailynews.com
'Dawn Of The Planet Of The Apes' Trailer: Apes Not Kill Apes,e,Under the Gun Review,www.underthegunreview.net
Bank of America to Increase Quarterly Common Stock Dividend to $0.05 per Share,b,The FINANCIAL,finchannel.com
"Bunny Yeager, famous for sexy selfies and shots of Bettie Page, dies",e,TheChronicleHerald.ca,thechronicleherald.ca
Sheen blasts Rihanna with epic Twitter rant,e,Auckland stuff.co.nz,www.stuff.co.nz
Apple Is Feeling Some Love On Wall Street Following Positive Earnings Report,t,AppAdvice,appadvice.com
Pilgrim's Pride offers to buy Hillshire for $5.52 billion,b,Reuters UK,uk.reuters.com
'True Detective' Season Two May Feature 'Zero Dark Thirty' Star Jessica Chastain,e,Design \& Trend,www.designntrend.com
Hookah Smoking now a rage among US Teens,m,Delhi Daily News,www.delhidailynews.com
US insurers still expect cuts in 2015 Medicare payments,b,Yahoo News,news.yahoo.com
Strike forces some Philadelphia commuters to find another ride,b,Indiana Gazette,www.indianagazette.com
Twitter Is Adding an Option to 'Mute' People,t,Wall Street Journal \(blog\),blogs.wsj.com
Ben Affleck Addresses Card Counting Accusations On Twitter,e,Entertainmentwise,www.entertainmentwise.com
S&P 500 closes at record after manufacturing data,b,Business Standard,www.business-standard.com
"Will Poulter, Jennifer Aniston & Emma Roberts Win Best Kiss!",e,MTV UK,www.mtv.co.uk
"US retail sales jump 1.1 per cent in March, best showing in 18 months, led by  ...",b,Edmonton Journal,www.edmontonjournal.com
Google and Virgin Galactic Negotiate Stake in Satellite Technology,t,International Business Times UK,www.ibtimes.co.uk
"Game of Thrones, Series 4, Episode 1",e,Southland Times,www.stuff.co.nz
"Skype to gain live voice translate beta feature later this year, will eventually hit all  ...",t,9 to 5 Mac,9to5mac.com
Summer Box Office Cooling Off Despite 'Transformers 4′ Success,e,Variety \(blog\),variety.com
"Finally, some good news from BlackBerry: stellar Q1",b,VatorNews,vator.tv
The Billboard Music Awards 2014: Complete Red Carpet Arrivals,e,Celebuzz,www.celebuzz.com
Health Network engages the media,m,Sierra Express Media,www.sierraexpressmedia.com
The 'ultimate solar system' revealed: Astronomer discovers it's possible to have a  ...,t,Daily Mail,www.dailymail.co.uk
Miley Cyrus' Tour Bus Went Up In Flames Last Night! See Video Footage From  ...,e,PerezHilton.com,perezhilton.com
Airliner reportedly shot down in Ukraine,b,Redwood Falls Gazette,www.redwoodfallsgazette.com
Idina Menzel Dishes on Long Island Roots,e,Patch.com,patchogue.patch.com
"Alcohol powders have been a long time coming to the US market, but still have  ...",e,DailyTech,www.dailytech.com
The First Video Promotion For The Hunger Games: Mockingjay Part 1,e,GotchaMovies,gotchamovies.com
David Brenner Jokes And Quotes After His Death at 78,e,International Business Times,www.ibtimes.com
CDC: Little risk to US seen from Ebola outbreak in Africa; 2 American aid  ...,m,Prince George Citizen,www.princegeorgecitizen.com
SwiftKey for Apple Soon,t,Your-Story.org,www.your-story.org
"S&P 500 climbs past 2000 for first time, then falls back",b,Los Angeles Times,www.latimes.com
Nintendo Apologizes For Excluding Gays In Tomodachi Life,t,Game Front,www.gamefront.com
One month = $2 million in Colorado's marijuana-tax coffers,b,MarketWatch \(blog\),blogs.marketwatch.com
"Japan jobless rate hits 16-year low, signals spending rebound ahead",b,Reuters UK,uk.reuters.com
Beats Electronics Hit With A $20 Million-Plus Lawsuit,t,360Nobs.com,www.360nobs.com
Tupac Shakur Musical 'Holler If Ya Hear Me' to Shut Down,e,The BoomBox,theboombox.com
Movie Review - 'Transformers: Age of Extinction',e,WorthPlaying.com,worthplaying.com
West African nations scramble to contain Ebola threat,m,Yahoo News,news.yahoo.com
US FDA approves electric headband to prevent migraine,m,Economic Times,economictimes.indiatimes.com
U.S. Mayors Oppose Wheeler's Pay-For-Play Broadband Proposal,t,MediaPost Communications,www.mediapost.com
Hilton branches out with Curio hotels,b,Independent Online,www.iol.co.za
Solange Addresses Jay Z Elevator Incident For The First Time,e,Huffington Post,www.huffingtonpost.com
Brady Bunch Maid Dies at 88,e,Angle Chronicle,www.anglechronicle.com
Man Crush Monday: Chris Pratt,e,andPOP,www.andpop.com
"Billboard Music Awards: Nicki Minaj, Kendall Jenner Wear Cutouts on the Carpet",e,Hollywood Reporter,www.hollywoodreporter.com
"Chris Christie tries to move past scandal by cracking jokes, busting a move on  ...",e,Newser,www.newser.com
CDC finds third MERS case in US,m,The Hill \(blog\),thehill.com
Jay Z Fight With Beyonce's Sister Solange Knowles VIDEO: Watch Rapper Get  ...,e,Enstarz,www.enstarz.com
A frank assessment from Whole Foods Market takes down the sector,b,Seeking Alpha,seekingalpha.com
GM Recalls 3.4M More US Cars For Ignition Problems,b,CBS Local,dfw.cbslocal.com
Genes may influence weight gain from fried foods,m,wflx,www.wflx.com
Kanye only turned on by Kim,e,Yahoo Philippines News,ph.celebrity.yahoo.com
Dept. of Health: Burning truths about holiday safety,e,Las Cruces Sun-News,www.lcsun-news.com
"Lionsgate Orders 'Divergent' Sequel, 'Insurgent' as the Young Adult Film Aims for  ...",e,Fashion Times,www.fashiontimes.com
BlackBerry posts $423M US quarterly loss 0,b,The Barrie Examiner,www.thebarrieexaminer.com
UPDATE 1-Ex-BP employee settles SEC insider-trading oil spill case,b,Reuters,in.reuters.com
Kim Kardashian Admits Fear Over Kanye West Wedding: But What Is It?,e,Entertainmentwise,www.entertainmentwise.com
"Ford Invests $500 Million in Ohio Engine Plant, Creates 300 Jobs to Build All-New",t,MFRTech \(press release\),www.mfrtech.com
Pfizer attempts to allay takeover concerns in Britain,b,Toronto Star,www.thestar.com
"J.K. Rowling Releases 'Harry Potter' Short Story, Detailing Adult Lives Of  ...",e,Contactmusic.com,www.contactmusic.com
WRAPUP 1-US producer prices hint at some inflation building up,b,Reuters,www.reuters.com
C:\ Microsoft releases MS-DOS source code,t,Tech Times,www.techtimes.com
Twitter shares plummet with sell-off,b,SFGate,www.sfgate.com
Guinea Reports Ebola Death Toll Rises to 78,m,KSTP.com,kstp.com
FDA approves CardioMEMS heart device; St. Jude to acquire firm,m,Atlanta Journal Constitution,www.ajc.com
Sara Gilbert weds rocker Linda Perry,e,Detroit Free Press,www.freep.com
A new 12-sided one pound coin based on the threepenny bit is being unveiled  ...,b,Belfast Telegraph,www.belfasttelegraph.co.uk
Who Was Eliminated on The Voice?,e,GossipCop,www.gossipcop.com
